Dataset	Embedding	Hidden Dimension	Seed	Best Val Metric	Test Metric	Parameter Count
meltome	CF	32	16	0.647120849013479	0.6945727630838292	69697
meltome	CF	32	32	0.6628225903524733	0.7068022725602424	69697
meltome	CG	32	2	0.6376289766905776	0.6688212754969797	69697
meltome	CG	32	4	0.6316982709256497	0.6535822781630097	69697
meltome	CG	32	8	0.6257807908608417	0.670923723918992	69697
meltome	CG	32	16	0.6260697908951399	0.6660256453056138	69697
meltome	CG	32	32	0.6321329635512845	0.664642208155342	69697
meltome	DE	32	2	0.5335228727761053	0.5926827423928085	21825
meltome	DE	32	4	0.5297949294141747	0.5779573981906528	21825
meltome	DE	32	8	0.5318609295128873	0.5928780272048205	21825
meltome	DE	32	16	0.544653147033844	0.5832570604313505	21825
meltome	DE	32	32	0.5416668605934315	0.606534211549456	21825
meltome	DF	32	2	0.649600664018281	0.6948425679683219	39233
meltome	DF	32	4	0.6390385982116392	0.7018605322054718	39233
meltome	DF	32	8	0.6346608287671299	0.701756274675933	39233
meltome	DF	32	16	0.6337287010081444	0.7053185373934685	39233
meltome	DF	32	32	0.6411076148896954	0.7009658795553768	39233
meltome	DG	32	2	0.48750910993739055	0.531506433337492	39233
meltome	DG	32	4	0.4921450602093814	0.5496271708155827	39233
meltome	DG	32	8	0.47732129926478517	0.5277020464123856	39233
meltome	DG	32	16	0.46736885657668253	0.5259089322328786	39233
meltome	DG	32	32	0.48232279710932463	0.5352860880599644	39233
meltome	EF	32	2	0.6349307658644235	0.7054077324261111	52289
meltome	EF	32	4	0.6361218754497676	0.7104360736357122	52289
meltome	EF	32	8	0.6340678951541465	0.7050592710627008	52289
meltome	EF	32	16	0.6390702665376155	0.7043826955584077	52289
meltome	EF	32	32	0.642406601156372	0.7008202338862936	52289
meltome	EG	32	2	0.5343320745024693	0.5848090866621758	52289
meltome	EG	32	4	0.543526533631652	0.6031735894840855	52289
meltome	EG	32	8	0.5261141317434932	0.5789101642756443	52289
meltome	EG	32	16	0.532996777646946	0.5942982843644581	52289
meltome	EG	32	32	0.5336881983104785	0.5929566364826107	52289
meltome	FG	32	2	0.6447509823875835	0.6987644895654633	69697
meltome	FG	32	4	0.6520190193116088	0.6981057787825896	69697
meltome	FG	32	8	0.6386289715097138	0.7071559355222077	69697
meltome	FG	32	16	0.637510300349018	0.6944975538172479	69697
meltome	FG	32	32	0.642968338151185	0.7013156706562802	69697
meltome	BCD	32	2	0.6586763010995674	0.6796272510257885	91457
meltome	BCD	32	4	0.6609877994717975	0.6835208387989836	91457
meltome	BCD	32	8	0.6481818195591964	0.6863758689538555	91457
meltome	BCD	32	16	0.6572842393812167	0.6863424923107947	91457
meltome	BCD	32	32	0.6659922447477394	0.6903650597222019	91457
meltome	BCE	32	2	0.659646261928296	0.6954906962734477	104513
meltome	BCE	32	4	0.6557716837074743	0.6887006996952937	104513
meltome	BCE	32	8	0.6712248270530548	0.6995776525969709	104513
meltome	BCE	32	16	0.6605163033327554	0.6978711694504963	104513
meltome	BCE	32	32	0.6637080857252176	0.6952391137793128	104513
meltome	BCF	32	2	0.6863910615644074	0.7222515211619505	121921
meltome	BCF	32	4	0.6914506941754706	0.7308507688437333	121921
meltome	BCF	32	8	0.6857930678972846	0.7269234247782632	121921
meltome	BCF	32	16	0.6714809284898962	0.7093286379778886	121921
meltome	BCF	32	32	0.666078216545066	0.7117760617586958	121921
meltome	BCG	32	2	0.6665528069563702	0.6852798385308091	121921
meltome	BCG	32	4	0.6500493255811719	0.6753582018973908	121921
meltome	BCG	32	8	0.653801343347118	0.670814325140065	121921
meltome	BCG	32	16	0.6538887483756297	0.6818127569326684	121921
meltome	BCG	32	32	0.6385969165429877	0.6684085370410539	121921
meltome	BDE	32	2	0.6052913476561731	0.6490664666981069	74049
meltome	BDE	32	4	0.6111499314871333	0.6577370416329683	74049
meltome	BDE	32	8	0.6139387793485669	0.6633949291182416	74049
meltome	BDE	32	16	0.6136557141505303	0.6664399508450453	74049
meltome	BDE	32	32	0.6217288901998972	0.6646369992030386	74049
meltome	BDF	32	2	0.6657631009903993	0.7104984538352697	91457
meltome	BDF	32	4	0.6717569927044492	0.7152345852480784	91457
meltome	BDF	32	8	0.6799335908808346	0.7285920466534009	91457
meltome	BDF	32	16	0.6736109198440479	0.7194280129213513	91457
meltome	BDF	32	32	0.6829472883027232	0.7212110342837608	91457
meltome	BDG	32	2	0.590908477715492	0.6308992603640067	91457
meltome	BDG	32	4	0.5914597982657521	0.6233284386700264	91457
meltome	BDG	32	8	0.5732165077084737	0.6332342550924874	91457
meltome	BDG	32	16	0.5879219857207248	0.6395251141689008	91457
meltome	BDG	32	32	0.5974426652536335	0.6367119074084988	91457
meltome	BEF	32	2	0.6669077199672129	0.7179452585451527	104513
meltome	BEF	32	4	0.6618904258841053	0.7067358297762157	104513
meltome	BEF	32	8	0.6849047496423892	0.7235909769586663	104513
meltome	BEF	32	16	0.6748529449975288	0.7202050744257588	104513
meltome	BEF	32	32	0.6698353913962699	0.7141561816289159	104513
meltome	BEG	32	2	0.5950857118659467	0.637972627092412	104513
meltome	BEG	32	4	0.5931769113728964	0.6373508326806818	104513
meltome	BEG	32	8	0.5981156646848232	0.6440117002480201	104513
meltome	BEG	32	16	0.5941874449921346	0.6475925396064438	104513
meltome	BEG	32	32	0.5916182560922247	0.6388930076261806	104513
meltome	BFG	32	2	0.6682758932708586	0.7158326405997496	121921
meltome	BFG	32	4	0.6600589100537221	0.7129898795639814	121921
meltome	BFG	32	8	0.6693624640759801	0.7096015357910895	121921
meltome	BFG	32	16	0.6593160137497841	0.7109433022867533	121921
meltome	BFG	32	32	0.6498026865111349	0.7061495997744052	121921
meltome	CDE	32	2	0.6530739185740814	0.6844556833018405	56641
meltome	CDE	32	4	0.6484074647921075	0.6793128598292912	56641
meltome	CDE	32	8	0.6304006062892632	0.67548290851506	56641
meltome	CDE	32	16	0.6511178469285923	0.6866444017980785	56641
meltome	CDE	32	32	0.6282679366177869	0.673808768812804	56641
meltome	CDF	32	2	0.6663932578020694	0.7133546648150926	74049
meltome	CDF	32	4	0.6803122976065645	0.7220283947748796	74049
meltome	CDF	32	8	0.6688271976182587	0.7119581636690021	74049
meltome	CDF	32	16	0.6625848439345441	0.7050106156294611	74049
meltome	CDF	32	32	0.6801736003582151	0.7152097661338951	74049
meltome	CDG	32	2	0.6114493744411132	0.6581286449489224	74049
meltome	CDG	32	4	0.6583830870331175	0.6877800638782287	74049
meltome	CDG	32	8	0.6447663917540993	0.6781723051526238	74049
meltome	CDG	32	16	0.6336710850147432	0.6624754057739539	74049
meltome	CDG	32	32	0.6408853942598518	0.6862756692494012	74049
meltome	CEF	32	2	0.6728146324843955	0.7144733758312543	87105
meltome	CEF	32	4	0.6603766663735285	0.7133794494842933	87105
meltome	CEF	32	8	0.6684984777857965	0.7203134176538295	87105
meltome	CEF	32	16	0.6684877852520742	0.7155100394122565	87105
meltome	CEF	32	32	0.6688669789611045	0.7210479599968165	87105
meltome	CEG	32	2	0.6514323024061759	0.686961931258434	87105
meltome	CEG	32	4	0.6302003024283178	0.678127285736988	87105
meltome	CEG	32	8	0.6385002050395762	0.6836235922047075	87105
meltome	CEG	32	16	0.6394346315442406	0.6789858866071823	87105
meltome	CEG	32	32	0.6387173453812964	0.6769700630751894	87105
meltome	CFG	32	2	0.6781582761717015	0.7128830820441237	104513
meltome	CFG	32	4	0.6800444488725816	0.7215477428088337	104513
meltome	CFG	32	8	0.6865217942158272	0.7307184972276232	104513
meltome	CFG	32	16	0.6840312335741431	0.724200792432775	104513
meltome	CFG	32	32	0.6709529745605038	0.7151459764058026	104513
meltome	DEF	32	2	0.650702093914922	0.7112194389318915	56641
meltome	DEF	32	4	0.6417169275069472	0.7075996561146642	56641
meltome	DEF	32	8	0.6476326725568761	0.7106986157199378	56641
meltome	DEF	32	16	0.6324600921843918	0.7055119502609095	56641
meltome	DEF	32	32	0.6309196467677917	0.6975534526718568	56641
meltome	DEG	32	2	0.5422272110213577	0.6109901255679226	56641
meltome	DEG	32	4	0.5429506331647023	0.6002925291326734	56641
meltome	DEG	32	8	0.5506541042507704	0.6111390460721937	56641
meltome	DEG	32	16	0.5325398996972024	0.6013120554434055	56641
meltome	DEG	32	32	0.5395927366047785	0.5972442041127812	56641
meltome	DFG	32	2	0.6337654661355299	0.6861903516155208	74049
meltome	DFG	32	4	0.6394307976217856	0.7030624611744856	74049
meltome	DFG	32	8	0.6500670231216755	0.7005286053381453	74049
meltome	DFG	32	16	0.6461478594348665	0.6994819510983448	74049
meltome	DFG	32	32	0.6378281637151973	0.6896650756062115	74049
meltome	EFG	32	2	0.6475078712237646	0.7041407509051982	87105
meltome	EFG	32	4	0.6382867076308212	0.7020440447328071	87105
meltome	EFG	32	8	0.6350151084014094	0.6860058344681096	87105
meltome	EFG	32	16	0.6470365038555294	0.708651246404612	87105
meltome	EFG	32	32	0.6298566720656448	0.6977996846378727	87105
meltome	BCDE	32	2	0.6572655991006936	0.6892779782947228	108865
meltome	BCDE	32	4	0.6638122317130131	0.6918926032685098	108865
meltome	BCDE	32	8	0.6550194495483442	0.6917493962918979	108865
meltome	BCDE	32	16	0.6568208916705357	0.7034420981563863	108865
meltome	BCDE	32	32	0.6733023547030322	0.7068587773151485	108865
meltome	BCDF	32	2	0.6868283412498616	0.7273625105732373	126273
meltome	BCDF	32	4	0.6807968819216709	0.7219119805331266	126273
meltome	BCDF	32	8	0.6841942732665679	0.7205402300693983	126273
meltome	BCDF	32	16	0.6881507874401434	0.7331811163837889	126273
meltome	BCDF	32	32	0.6815055705933202	0.7281631941092689	126273
meltome	BCDG	32	2	0.6548265794995154	0.6846076453899148	126273
meltome	BCDG	32	4	0.6634068998366796	0.6920047501397865	126273
meltome	BCDG	32	8	0.6471277478025507	0.6834439961177315	126273
meltome	BCDG	32	16	0.6493093536879991	0.6864193761923604	126273
meltome	BCDG	32	32	0.6588721119203875	0.685049965938946	126273
meltome	BCEF	32	2	0.6853211749042873	0.7258727211631718	139329
meltome	BCEF	32	4	0.6947892493459465	0.7345452023464105	139329
meltome	BCEF	32	8	0.6834814007329522	0.725831465444405	139329
meltome	BCEF	32	16	0.6883945385924034	0.7279827578501763	139329
meltome	BCEF	32	32	0.6888113182828742	0.7204534099993857	139329
meltome	BCEG	32	2	0.6600529947367675	0.6869248071013861	139329
meltome	BCEG	32	4	0.6670997091801731	0.7021773047966444	139329
meltome	BCEG	32	8	0.6627674485838453	0.6884148116413651	139329
meltome	BCEG	32	16	0.6588809964022478	0.6917458185524695	139329
meltome	BCEG	32	32	0.6730391490158667	0.700795117716861	139329
meltome	BCFG	32	2	0.6849704970141073	0.7291609161177278	156737
meltome	BCFG	32	4	0.6857716884579778	0.7209474134610931	156737
meltome	BCFG	32	8	0.7005882558434101	0.7416376828994303	156737
meltome	BCFG	32	16	0.6864611793842144	0.7214905683148797	156737
meltome	BCFG	32	32	0.6739874409483675	0.7160021318875042	156737
meltome	BDEF	32	2	0.6770110333786252	0.719485489875401	108865
meltome	BDEF	32	4	0.6830247249466602	0.7210432846681362	108865
meltome	BDEF	32	8	0.6686188284361587	0.715437508594207	108865
meltome	BDEF	32	16	0.6774224817182338	0.7217703578528334	108865
meltome	BDEF	32	32	0.6861210811345705	0.72562951928202	108865
meltome	BDEG	32	2	0.6057026451140147	0.6487246616313197	108865
meltome	BDEG	32	4	0.6105894761650357	0.6443099783344935	108865
meltome	BDEG	32	8	0.5965370933088109	0.6481287233588321	108865
meltome	BDEG	32	16	0.6043353638102885	0.6650250999530685	108865
meltome	BDEG	32	32	0.6108569700629825	0.6586483662269128	108865
meltome	BDFG	32	2	0.6600349907676166	0.7043695001225002	126273
meltome	BDFG	32	4	0.6693223638034317	0.7115921842744867	126273
meltome	BDFG	32	8	0.6654594443572484	0.7100533780517275	126273
meltome	BDFG	32	16	0.662470318295397	0.7219736473266714	126273
meltome	BDFG	32	32	0.6588126794316435	0.7105562919179278	126273
meltome	BEFG	32	2	0.6620061011610133	0.708953249211557	139329
meltome	BEFG	32	4	0.6549635653579248	0.7124477667634901	139329
meltome	BEFG	32	8	0.672802316040019	0.7200458818660411	139329
meltome	BEFG	32	16	0.6749363755343101	0.7223166341948853	139329
meltome	BEFG	32	32	0.6667563970168167	0.7098298562430762	139329
meltome	CDEF	32	2	0.6834419973877605	0.7128790391023654	91457
meltome	CDEF	32	4	0.6786970151301365	0.7137320010859967	91457
meltome	CDEF	32	8	0.6793849542849038	0.7149319811275708	91457
meltome	CDEF	32	16	0.6741299758295978	0.7103663160009119	91457
meltome	CDEF	32	32	0.6677631936948938	0.7048448282624635	91457
meltome	CDEG	32	2	0.6480216023227149	0.6841392837260096	91457
meltome	CDEG	32	4	0.6519149103926944	0.6898836286005054	91457
meltome	CDEG	32	8	0.640282141134921	0.6790851781837053	91457
meltome	CDEG	32	16	0.6442059704816753	0.6915885141893829	91457
meltome	CDEG	32	32	0.6474205698164741	0.6792472333128287	91457
meltome	CDFG	32	2	0.6752205205508864	0.717198292685046	108865
meltome	CDFG	32	4	0.6852399260057275	0.7223460891239945	108865
meltome	CDFG	32	8	0.6752926241321879	0.7205866949462106	108865
meltome	CDFG	32	16	0.6792222068334796	0.7200845879192687	108865
meltome	CDFG	32	32	0.6858398084912881	0.7268361105884225	108865
meltome	CEFG	32	2	0.6781800416136751	0.7237042940069942	121921
meltome	CEFG	32	4	0.6763927962296784	0.7240972354423642	121921
meltome	CEFG	32	8	0.6739297108515622	0.7175980947566651	121921
meltome	CEFG	32	16	0.6743078412042973	0.7174179107238537	121921
meltome	CEFG	32	32	0.6798996665502283	0.7244751467392795	121921
meltome	DEFG	32	2	0.6479287166399559	0.7048712905321851	91457
meltome	DEFG	32	4	0.6436959022119381	0.6991635389846376	91457
meltome	DEFG	32	8	0.6480333806478018	0.7039871030974523	91457
meltome	DEFG	32	16	0.6471135683693674	0.7123588142094777	91457
meltome	DEFG	32	32	0.6569805969451593	0.7094973799276121	91457
meltome	BCDEF	32	2	0.6881955283527612	0.7183329755649132	143681
meltome	BCDEF	32	4	0.6935561736840015	0.7308260606369733	143681
meltome	BCDEF	32	8	0.6878467349758738	0.7295422485634188	143681
meltome	BCDEF	32	16	0.6877276690173778	0.7317358400362681	143681
meltome	BCDEF	32	32	0.6898596426297442	0.7295714747279428	143681
meltome	BCDEG	32	2	0.6728272036460876	0.6961249464682566	143681
meltome	BCDEG	32	4	0.6667967127242926	0.7006649348505422	143681
meltome	BCDEG	32	8	0.6396187433007868	0.6810483043720228	143681
meltome	BCDEG	32	16	0.6707582790795538	0.7118218326534108	143681
meltome	BCDEG	32	32	0.669004939258766	0.7026271830549157	143681
meltome	BCDFG	32	2	0.684303300639806	0.7106559937990913	161089
meltome	BCDFG	32	4	0.6888295019903413	0.7266554655886981	161089
meltome	BCDFG	32	8	0.6793235681218615	0.7092700454329022	161089
meltome	BCDFG	32	16	0.6855089212439742	0.7251968419118053	161089
meltome	BCDFG	32	32	0.6819250031040793	0.7246664471850062	161089
meltome	BCEFG	32	2	0.6783404254770771	0.7181574926449467	174145
meltome	BCEFG	32	4	0.6839236123614311	0.7242452638020916	174145
meltome	BCEFG	32	8	0.6997024284099971	0.7334606601253842	174145
meltome	BCEFG	32	16	0.6838240548703601	0.7320408916335311	174145
meltome	BCEFG	32	32	0.6876259840688311	0.7327002701344039	174145
meltome	BDEFG	32	2	0.6800868279103005	0.7172043215317102	143681
meltome	BDEFG	32	4	0.6710845158175399	0.7120599441670693	143681
meltome	BDEFG	32	8	0.6766475342248938	0.7268502529411437	143681
meltome	BDEFG	32	16	0.6643092463038506	0.715107109669572	143681
meltome	BDEFG	32	32	0.6707842004783027	0.7261499205792477	143681
meltome	CDEFG	32	2	0.6727730866890148	0.7134949585914363	126273
meltome	CDEFG	32	4	0.685447812116366	0.7183355824673836	126273
meltome	CDEFG	32	8	0.678494527627023	0.7147412105396224	126273
meltome	CDEFG	32	16	0.688138592955761	0.7276038594297551	126273
meltome	CDEFG	32	32	0.6813569973151208	0.7166079622958978	126273
meltome	BCDEFG	32	2	0.697880475162576	0.7282683990874043	178497
meltome	BCDEFG	32	4	0.6872681506793507	0.7226049829807851	178497
meltome	BCDEFG	32	8	0.6918906089163814	0.7209690096593698	178497
meltome	BCDEFG	32	16	0.6877999410988862	0.7221538020516685	178497
meltome	BCDEFG	32	32	0.6851211947899977	0.7285838348371262	178497
meltome	FFFFFF	32	2	0.6509125346071971	0.6977299088756063	208961
meltome	FFFFFF	32	4	0.6500027405111789	0.7032363312504867	208961
meltome	FFFFFF	32	8	0.6443837247725154	0.693083385266976	208961
meltome	FFFFFF	32	16	0.6539076345422674	0.7037308215622686	208961
meltome	FFFFFF	32	32	0.6505279349799451	0.7039169544550088	208961
